image_id,image_filename,bead_id,category_id,x,y,area,approx_radius
70,1.5625pM 20x 5_crop_67.png,8695,1,480,299,716.0,15
70,1.5625pM 20x 5_crop_67.png,8696,1,428,37,716.0,15
70,1.5625pM 20x 5_crop_67.png,8697,1,224,26,716.0,15
70,1.5625pM 20x 5_crop_67.png,8698,1,488,413,716.0,15
70,1.5625pM 20x 5_crop_67.png,8699,1,483,372,716.0,15
70,1.5625pM 20x 5_crop_67.png,8700,1,401,220,716.0,15
70,1.5625pM 20x 5_crop_67.png,8701,1,440,402,916.0,17
70,1.5625pM 20x 5_crop_67.png,8702,1,46,183,716.0,15
70,1.5625pM 20x 5_crop_67.png,8703,1,65,348,716.0,15
70,1.5625pM 20x 5_crop_67.png,8704,1,34,17,716.0,15
70,1.5625pM 20x 5_crop_67.png,8705,1,87,42,716.0,15
70,1.5625pM 20x 5_crop_67.png,8706,1,208,142,716.0,15
70,1.5625pM 20x 5_crop_67.png,8707,1,195,222,716.0,15
70,1.5625pM 20x 5_crop_67.png,8708,1,252,293,716.0,15
70,1.5625pM 20x 5_crop_67.png,8709,1,316,377,716.0,15
70,1.5625pM 20x 5_crop_67.png,8710,1,125,502,505.0,12
70,1.5625pM 20x 5_crop_67.png,8711,1,346,247,716.0,15
70,1.5625pM 20x 5_crop_67.png,8712,1,433,12,677.0,14
