image_id,image_filename,bead_id,category_id,x,y,area,approx_radius
51,03-01-25 2 44 41_crop_17.png,6437,1,299,456,74.5,4
51,03-01-25 2 44 41_crop_17.png,6438,1,297,470,74.5,4
51,03-01-25 2 44 41_crop_17.png,6439,1,296,477,74.5,4
51,03-01-25 2 44 41_crop_17.png,6440,1,350,459,74.5,4
51,03-01-25 2 44 41_crop_17.png,6441,1,346,448,74.5,4
51,03-01-25 2 44 41_crop_17.png,6442,1,346,442,74.5,4
51,03-01-25 2 44 41_crop_17.png,6443,1,510,353,10.0,1
51,03-01-25 2 44 41_crop_17.png,6444,1,510,386,10.0,1
51,03-01-25 2 44 41_crop_17.png,6445,1,368,159,74.5,4
51,03-01-25 2 44 41_crop_17.png,6446,1,449,458,74.5,4
51,03-01-25 2 44 41_crop_17.png,6447,1,427,454,74.5,4
51,03-01-25 2 44 41_crop_17.png,6448,1,414,458,74.5,4
51,03-01-25 2 44 41_crop_17.png,6449,1,407,454,74.5,4
51,03-01-25 2 44 41_crop_17.png,6450,1,424,466,74.5,4
51,03-01-25 2 44 41_crop_17.png,6451,1,431,470,74.5,4
51,03-01-25 2 44 41_crop_17.png,6452,1,444,478,74.5,4
51,03-01-25 2 44 41_crop_17.png,6453,1,451,478,74.5,4
51,03-01-25 2 44 41_crop_17.png,6454,1,451,469,74.5,4
51,03-01-25 2 44 41_crop_17.png,6455,1,459,462,74.5,4
51,03-01-25 2 44 41_crop_17.png,6456,1,459,451,74.5,4
51,03-01-25 2 44 41_crop_17.png,6457,1,467,458,74.5,4
51,03-01-25 2 44 41_crop_17.png,6458,1,473,449,74.5,4
51,03-01-25 2 44 41_crop_17.png,6459,1,480,459,74.5,4
51,03-01-25 2 44 41_crop_17.png,6460,1,475,471,74.5,4
51,03-01-25 2 44 41_crop_17.png,6461,1,466,473,74.5,4
51,03-01-25 2 44 41_crop_17.png,6462,1,473,431,74.5,4
51,03-01-25 2 44 41_crop_17.png,6463,1,475,421,74.5,4
51,03-01-25 2 44 41_crop_17.png,6464,1,473,408,74.5,4
51,03-01-25 2 44 41_crop_17.png,6465,1,476,399,74.5,4
51,03-01-25 2 44 41_crop_17.png,6466,1,486,400,74.5,4
51,03-01-25 2 44 41_crop_17.png,6467,1,502,403,74.5,4
51,03-01-25 2 44 41_crop_17.png,6468,1,494,412,74.5,4
51,03-01-25 2 44 41_crop_17.png,6469,1,486,415,74.5,4
51,03-01-25 2 44 41_crop_17.png,6470,1,498,426,74.5,4
51,03-01-25 2 44 41_crop_17.png,6471,1,501,434,74.5,4
51,03-01-25 2 44 41_crop_17.png,6472,1,484,433,74.5,4
51,03-01-25 2 44 41_crop_17.png,6473,1,489,447,74.5,4
51,03-01-25 2 44 41_crop_17.png,6474,1,483,448,74.5,4
51,03-01-25 2 44 41_crop_17.png,6475,1,493,456,74.5,4
51,03-01-25 2 44 41_crop_17.png,6476,1,499,467,74.5,4
51,03-01-25 2 44 41_crop_17.png,6477,1,506,458,70.5,4
51,03-01-25 2 44 41_crop_17.png,6478,1,510,453,10.0,1
51,03-01-25 2 44 41_crop_17.png,6479,1,503,445,74.5,4
51,03-01-25 2 44 41_crop_17.png,6480,1,507,443,55.5,4
51,03-01-25 2 44 41_crop_17.png,6481,1,509,425,17.5,2
51,03-01-25 2 44 41_crop_17.png,6482,1,503,388,74.5,4
51,03-01-25 2 44 41_crop_17.png,6483,1,489,384,74.5,4
51,03-01-25 2 44 41_crop_17.png,6484,1,507,363,55.5,4
51,03-01-25 2 44 41_crop_17.png,6485,1,507,496,55.5,4
51,03-01-25 2 44 41_crop_17.png,6486,1,508,503,46.5,3
51,03-01-25 2 44 41_crop_17.png,6487,1,501,498,74.5,4
51,03-01-25 2 44 41_crop_17.png,6488,1,496,505,74.5,4
